"Glottocode","Family_GLOT_Lv1","Genus","Area_GLOT","Classifiers","Gender","NounClass","dens_lang","dens_fam","dist_river","dist_ocean","elev","elevSD","n_warm_month_2ad","temp_mean_2ad","per_wetqu_2ad","per_cv_2ad","temp_warmqu_2ad","gras_2ad","crop_2ad","pop_2ad"
"romb1245","aust1307",NA,"Papunesia",FALSE,FALSE,FALSE,0.0714285714285714,0,0.38564025413106,0.0286093762912675,0,0.0369686889230327,1,0.939866369710468,0.29291553133515,0.214285714285714,0.830489192263936,0.0201005375791556,0.0954959825572917,0.145639962054277
"cent2087","aust1307","Greater Central Philippine","Papunesia",FALSE,FALSE,FALSE,0.0714285714285714,0,0.38564025413106,0.0286093762912675,0,0.0369686889230327,1,0.939866369710468,0.29291553133515,0.214285714285714,0.830489192263936,0.0201005375791556,0.0954959825572917,0.145639962054277
"inab1237","aust1307",NA,"Papunesia",FALSE,FALSE,FALSE,0.0714285714285714,0,0.38564025413106,0.0286093762912675,0,0.0369686889230327,1,0.939866369710468,0.29291553133515,0.214285714285714,0.830489192263936,0.0201005375791556,0.0954959825572917,0.145639962054277
"masb1238","aust1307",NA,"Papunesia",FALSE,FALSE,FALSE,0.0714285714285714,0,0.38564025413106,0.0286093762912675,0,0.0369686889230327,1,0.939866369710468,0.29291553133515,0.214285714285714,0.830489192263936,0.0201005375791556,0.0954959825572917,0.145639962054277
"subt1250","otom1299",NA,"North America",TRUE,FALSE,FALSE,0,0,0.0640856193190131,0.0326161282337995,0.0453657399291166,0.171466874901179,1,0.925389755011136,0.287125340599455,0.549450549450549,0.81683731513083,0.535230656602759,0.217968645332783,0.0402604118226968
"nica1252","indo1319",NA,"North America",FALSE,FALSE,FALSE,0.0119047619047619,0.142857142857143,0.0360772722282782,0.0840645974104903,0.0412685273710788,0.0858911828717434,1,0.88195991091314,0.376702997275204,0.32967032967033,0.787258248009101,0.389487961246595,0.401792880880482,0.0100782165510314
"ulwa1239","misu1242",NA,"North America",FALSE,FALSE,FALSE,0.0119047619047619,0.142857142857143,0.0360772722282782,0.0840645974104903,0.0412685273710788,0.0858911828717434,1,0.88195991091314,0.376702997275204,0.32967032967033,0.787258248009101,0.389487961246595,0.401792880880482,0.0100782165510314
"mand1419","atla1278","Northern Atlantic","Africa",FALSE,FALSE,TRUE,0.0357142857142857,0,0.163048614454423,0.0453721937035131,0.000876554076157187,0.00403732680459567,1,0.922048997772829,0.347411444141689,0.796703296703297,0.828213879408419,0.154709114738956,0.095675365494216,0.038251009095813
"jola1263","atla1278","Northern Atlantic","Africa",FALSE,FALSE,TRUE,0.0357142857142857,0,0.163048614454423,0.0453721937035131,0.000876554076157187,0.00403732680459567,1,0.922048997772829,0.347411444141689,0.796703296703297,0.828213879408419,0.154709114738956,0.095675365494216,0.038251009095813
"gube1234","atla1278",NA,"Africa",FALSE,FALSE,TRUE,0.0357142857142857,0,0.163048614454423,0.0453721937035131,0.000876554076157187,0.00403732680459567,1,0.922048997772829,0.347411444141689,0.796703296703297,0.828213879408419,0.154709114738956,0.095675365494216,0.038251009095813
"band1340","atla1278",NA,"Africa",TRUE,FALSE,TRUE,0.0357142857142857,0,0.163048614454423,0.0453721937035131,0.000876554076157187,0.00403732680459567,1,0.922048997772829,0.347411444141689,0.796703296703297,0.828213879408419,0.154709114738956,0.095675365494216,0.038251009095813
"bala1301","atla1278",NA,"Africa",FALSE,FALSE,TRUE,0.0357142857142857,0.285714285714286,0.123476854199422,0.115443667331245,0.00909266712813775,0.00619204048492916,1,0.935412026726058,0.317098092643052,0.695054945054945,0.822525597269625,0.474027580589294,0.063982562034129,0.0273721656963226
"bala1302","atla1278",NA,"Africa",FALSE,FALSE,TRUE,0.0357142857142857,0.285714285714286,0.123476854199422,0.115443667331245,0.00909266712813775,0.00619204048492916,1,0.935412026726058,0.317098092643052,0.695054945054945,0.822525597269625,0.474027580589294,0.063982562034129,0.0273721656963226
"uppe1455","indo1319","Creoles and Pidgins","Africa",FALSE,FALSE,FALSE,0.0357142857142857,0.285714285714286,0.123476854199422,0.115443667331245,0.00909266712813775,0.00619204048492916,1,0.935412026726058,0.317098092643052,0.695054945054945,0.822525597269625,0.474027580589294,0.063982562034129,0.0273721656963226
"mand1436","mand1469","Western Mande","Africa",FALSE,FALSE,FALSE,0.0357142857142857,0.285714285714286,0.123476854199422,0.115443667331245,0.00909266712813775,0.00619204048492916,1,0.935412026726058,0.317098092643052,0.695054945054945,0.822525597269625,0.474027580589294,0.063982562034129,0.0273721656963226
"pula1262","atla1278","Northern Atlantic","Africa",FALSE,FALSE,TRUE,0.0238095238095238,0,0.0821944086499252,0.182853972735417,0.0224343623656478,0.0873393321691977,1,0.955456570155902,0.294959128065395,0.653846153846154,0.828213879408419,0.272555296302922,0,0.008317195550678
"bass1258","atla1278","Northern Atlantic","Africa",FALSE,FALSE,TRUE,0.0238095238095238,0,0.0821944086499252,0.182853972735417,0.0224343623656478,0.0873393321691977,1,0.955456570155902,0.294959128065395,0.653846153846154,0.828213879408419,0.272555296302922,0,0.008317195550678
"bady1239","atla1278",NA,"Africa",FALSE,FALSE,FALSE,0.0238095238095238,0,0.0821944086499252,0.182853972735417,0.0224343623656478,0.0873393321691977,1,0.955456570155902,0.294959128065395,0.653846153846154,0.828213879408419,0.272555296302922,0,0.008317195550678
"bamb1269","mand1469","Western Mande","Africa",FALSE,FALSE,FALSE,0,0,0.00880580745877667,0.311872994380925,0.063690238440782,0.0183513287230512,1,0.944320712694877,0.215599455040872,0.664835164835165,0.821387940841866,0.502081422243876,0.0572583695241076,0.0116452446941091
"moss1236","atla1278","Gur","Africa",FALSE,FALSE,FALSE,0,0,0.081836099557572,0.319683359600602,0.0604153601191391,0.00874372075937759,1,0.953229398663697,0.17200272479564,0.637362637362637,0.823663253697383,0.158643580071635,0.548036806106371,0.06215546585815
"lund1266","atla1278","Bantoid","Africa",FALSE,FALSE,TRUE,0,0,0.00901931805705402,0.4460578440415,0.207078219348169,0.0598304442044125,1,0.812917594654788,0.251702997275204,0.489010989010989,0.723549488054608,0.00594134715788485,0,0.00190978590428005
"sang1331","atla1278",NA,"Africa",FALSE,FALSE,TRUE,0,0,0.0378936660503463,0.533524232026133,0.194976351113224,0.0997762646097647,1,0.810690423162584,0.217983651226158,0.543956043956044,0.734926052332196,0.244377114886134,0.198154715115473,0.00268324621937836
"bemb1257","atla1278",NA,"Africa",FALSE,FALSE,TRUE,0,0,0.0840610284016574,0.450849496140787,0.22323211694135,0.0474394437438974,1,0.799554565701559,0.278610354223433,0.571428571428571,0.718998862343572,0.121405090063857,0,0.0131615855359833
"ndal1241","atla1278",NA,"Africa",FALSE,FALSE,TRUE,0.0119047619047619,0,0.112381256098882,0.294304110312442,0.153931932413162,0.189150212928343,1,0.850779510022272,0.199420980926431,0.618131868131868,0.771331058020478,0.399622920639512,0.172247930219682,0.00560817321106378
"tumb1250","atla1278",NA,"Africa",FALSE,FALSE,TRUE,0.0119047619047619,0,0.112381256098882,0.294304110312442,0.153931932413162,0.189150212928343,1,0.850779510022272,0.199420980926431,0.618131868131868,0.771331058020478,0.399622920639512,0.172247930219682,0.00560817321106378
"mand1423","atla1278",NA,"Africa",FALSE,FALSE,TRUE,0.0119047619047619,0,0.0996018122238088,0.224107742973143,0.235062885977484,0.172927882075045,1,0.770601336302895,0.24625340599455,0.565934065934066,0.698521046643914,0.231165380765146,0.070639174719929,0.0216085080262644
"mpot1240","atla1278",NA,"Africa",FALSE,FALSE,TRUE,0.0119047619047619,0,0.0996018122238088,0.224107742973143,0.235062885977484,0.172927882075045,1,0.770601336302895,0.24625340599455,0.565934065934066,0.698521046643914,0.231165380765146,0.070639174719929,0.0216085080262644
"makw1236","atla1278",NA,"Africa",FALSE,FALSE,TRUE,0.0238095238095238,0,0.172212417719121,0.0143900106820073,0.012398270025646,0.0508599308561889,1,0.89532293986637,0.205381471389646,0.456043956043956,0.823663253697383,0.420256977300381,0.0792489628868204,0.0190787001729879
"mako1251","atla1278","Bantoid","Africa",FALSE,FALSE,TRUE,0.0238095238095238,0,0.172212417719121,0.0143900106820073,0.012398270025646,0.0508599308561889,1,0.89532293986637,0.205381471389646,0.456043956043956,0.823663253697383,0.420256977300381,0.0792489628868204,0.0190787001729879
"ngaz1238","atla1278",NA,"Africa",FALSE,FALSE,TRUE,0.0238095238095238,0,0.172212417719121,0.0143900106820073,0.012398270025646,0.0508599308561889,1,0.89532293986637,0.205381471389646,0.456043956043956,0.823663253697383,0.420256977300381,0.0792489628868204,0.0190787001729879
