Glottocode,Family_GLOT_Lv1,Genus,Area_GLOT,Longitude,Latitude,Classifiers,Gender,NounClass,Source
kair1263,aust1307,Oceanic,Papunesia,143.558,-3.34608,FALSE,FALSE,FALSE,"Ross 2002, Wivell 1981"
kaiw1246,tupi1275,Tupi-Guaran穩,South America,-54.6815,-24.589,FALSE,FALSE,FALSE,Taylor and Taylor 1966
kaja1247,indo1319,NA,Eurasia,53.4785,35.8989,FALSE,TRUE,FALSE,Yarshater 1960
kajk1237,indo1319,NA,Eurasia,16.134109,45.649748,FALSE,TRUE,FALSE,"Houtzagers 1999, Houtzagers 1988"
kaka1265,mand1469,NA,Africa,-11.4418,10.5962,FALSE,FALSE,FALSE,"Vydrin and Vydrina 2010, Vydrina 2017"
kala1372,indo1319,Indic,Eurasia,71.6657,35.6415,FALSE,FALSE,FALSE,"Bashir 1988, Morgenstierne 1965, Leitner 1880, Petersen 2006, Petersen 2015"
kala1373,indo1319,Indic,Eurasia,72.5738,35.5303,FALSE,TRUE,FALSE,"Baart 1999, Morgenstierne 1940, Baart and Sagar 2004"
kala1377,pama1250,Pama-Nyungan,Australia,142.196,-10.6748,FALSE,TRUE,FALSE,"Ford and Ober 1991, Kennedy 1985, Mitchell 2015, Ray 1907"
kala1381,ijoi1239,NA,Africa,6.69539,4.53194,FALSE,TRUE,FALSE,Jenewari 1977
kala1384,atla1278,Bantoid,Africa,27.401,-21.2887,FALSE,FALSE,TRUE,Chebanne and Schmidt 2010
kala1388,aust1307,NA,Papunesia,125.328,6.8126,FALSE,FALSE,FALSE,"Collins 1970, Erkmann 1990"
kala1397,nucl1709,Madang,Papunesia,144.585,-5.25216,FALSE,FALSE,FALSE,Pawley 1966
kala1399,eski1264,Eskimo,North America,-52.864,69.3761,FALSE,FALSE,FALSE,"Berge 1997, Berge 2011, Schultz-Lorentzen 1945, Rink 1887, Sadock 2003, Fortescue 1984, Nowak 1996, Swadesh 1946, Thalbitzer 1911"
kali1308,sali1255,Interior Salish,North America,-114.19,47.5825,FALSE,FALSE,FALSE,"Vogt 1940, Speck 1977"
kalk1245,indo1319,NA,Eurasia,72.0533,35.3651,FALSE,FALSE,FALSE,Liljegren 2013
kalk1246,pama1250,Pama-Nyungan,Australia,139.5,-21,FALSE,FALSE,FALSE,"Blake 1979, Blake 1969"
kalm1243,mong1349,Mongolic,Eurasia,45.316667,46.566667,FALSE,FALSE,FALSE,"Rákos 2002, Gáspár 2006, Street 1959, Bläsing 2003, Birtalan 2003"
kalo1256,indo1319,NA,Eurasia,24.43,60.45,FALSE,TRUE,FALSE,Voort 1991
kalu1248,bosa1245,Bosavi,Papunesia,142.788,-6.45932,FALSE,FALSE,FALSE,"Grosh and Grosh 2004, Schieffelin 1985"
kama1351,ural1272,Samoyedic,Eurasia,94.83,55.07,FALSE,FALSE,FALSE,"Künnap 1999, Simoncsics 1998"
kama1357,atla1278,NA,Africa,-2.34944,8.93891,FALSE,FALSE,FALSE,Naden 1999
kama1365,timo1261,Greater Alor,Papunesia,124.792,-8.26897,TRUE,FALSE,FALSE,"Han 2015, Schapper 2014"
kama1367,nucl1708,Marienberg,Papunesia,143.842,-3.8503,FALSE,TRUE,FALSE,Sanders and Sanders 1994
kama1370,nucl1709,Eastern Highlands,Papunesia,145.728,-6.25829,FALSE,FALSE,FALSE,"Payne and Drew 1966, Payne and Drew 1970"
kamb1297,atla1278,Bantoid,Africa,37.9532,-1.60827,FALSE,FALSE,TRUE,"Kioko 2005, Last 1885, Lindblom 1926, Roberts-Kohno 2000, Whiteley and Muli 1962"
kamb1299,aust1307,Central Malayo-Polynesian,Papunesia,120.235,-9.88447,TRUE,FALSE,FALSE,Klamer 2005
kamb1316,afro1255,NA,Africa,37.9088,7.37582,FALSE,TRUE,FALSE,"Leslau 1952, Treis 2008"
kami1256,atla1278,Bantoid,Africa,37.98,-6.71075,FALSE,FALSE,TRUE,Petzell and Aunio 2019
kamu1258,east2374,Eastern Daly,Australia,131.098,-13.5393,TRUE,FALSE,FALSE,Harvey 1990
kana1283,sino1245,Bodic,Eurasia,77.1553,32.2843,TRUE,FALSE,FALSE,Sharma 1992
kana1286,aust1307,NA,Papunesia,120.887,23.3235,FALSE,FALSE,FALSE,Wild 2018
kana1288,daga1274,NA,Papunesia,149.751,-10.1658,FALSE,FALSE,FALSE,Pappenhagen 1986
kane1243,saha1256,Western Saharan,Africa,14.8437,13.8749,FALSE,FALSE,FALSE,Koelle 1854
kang1280,indo1319,NA,Eurasia,76.366,31.915,FALSE,TRUE,FALSE,"O'Brien 1902, Eaton 2008, Sharma 1974"
kani1275,drav1251,NA,Eurasia,77.2465,8.44163,FALSE,FALSE,FALSE,Agesthialingom 1976
kani1277,atla1278,NA,Africa,8.37644,9.525,FALSE,FALSE,FALSE,Àyántáyò 2011
kani1286,nucl1709,NA,Papunesia,145.556,-6.38841,FALSE,FALSE,FALSE,"Gibson, McCarthy and Harris 2008 [1970], Gibson and McCarthy 2002 [1967]"
kank1243,aust1307,Northern Luzon,Papunesia,120.689,16.8548,FALSE,FALSE,FALSE,Allen 2011
kans1243,siou1252,NA,North America,-96.8571,36.8044,FALSE,FALSE,FALSE,McBride and Cumberland 2010
kaon1241,atla1278,NA,Africa,25.7646,-12.4129,FALSE,FALSE,TRUE,"Mambwe 2008, Wright 2007"
kapi1249,aust1307,Oceanic,Papunesia,154.797223,1.039166,FALSE,FALSE,FALSE,Elbert 1950
kapr1245,sepi1257,Sepik Hill,Papunesia,143.241,-4.51011,FALSE,TRUE,FALSE,Sumbuk 1999
kaqc1270,maya1287,NA,North America,-90.9881,14.4662,FALSE,FALSE,FALSE,"Brown, Maxwell and Little 2006, Brinton 1884, Townsend 1961, Whalin 1984"
kara1462,turk1311,Turkic,Eurasia,98.3792,53.7145,FALSE,FALSE,FALSE,Rassadin 2010
kara1465,turk1311,Turkic,Eurasia,42.2606,43.565,FALSE,FALSE,FALSE,Seegmiller 1996
kara1467,turk1311,Turkic,Eurasia,63.3223,39.98,FALSE,FALSE,FALSE,Wurm 1951
kara1476,pama1250,Pama-Nyungan,Australia,122.334,-18.6771,TRUE,FALSE,FALSE,Sands 1989
kara1483,nilo1247,Nilotic,Africa,34.2761,2.45157,FALSE,TRUE,FALSE,Novelli 1985
kara1486,aust1307,Oceanic,Papunesia,151.111,-2.81957,FALSE,FALSE,FALSE,Dryer 2013
kara1487,aust1307,Northern Luzon,Papunesia,120.956,16.5655,FALSE,FALSE,FALSE,Brainard 1994
kara1499,west2604,NA,Papunesia,132.678,-3.47037,FALSE,FALSE,FALSE,Visser 2016
kara1500,nucl1710,Karaj獺,South America,-50.3492,-11.1881,TRUE,FALSE,FALSE,Ribeiro 2012
karb1241,sino1245,Kuki-Chin,Eurasia,93.0462,25.7317,TRUE,FALSE,FALSE,"Konwar 1991, Lyall 1903, Konnerth 2014, Konnerth 2017, Stack and Lyall 1908, Jeyapaul 1987"
kari1301,indo1319,NA,South America,-51.6888,3.42825,FALSE,FALSE,FALSE,Tobler 1983
kari1303,indo1319,NA,Eurasia,47.4329,38.5656,FALSE,FALSE,FALSE,"Yarshater 2007, Yarshater 2005"
kari1304,pama1250,Pama-Nyungan,Australia,118.613,-20.445,TRUE,FALSE,FALSE,Centre 2001
kari1306,atla1278,NA,Africa,25.7491,5.03525,FALSE,FALSE,FALSE,Santandrea 1964
kari1311,tupi1275,Arikem,South America,-64.1522,-9.37937,FALSE,FALSE,FALSE,"Everett 2006, Storto 1999"
karo1297,sout2845,NA,Africa,36.1709,5.2101,FALSE,TRUE,FALSE,Alemgena 2018
karo1305,tupi1275,Ramarama,South America,-61.5691,-10.3342,TRUE,FALSE,FALSE,Gabas 1999
kase1253,atla1278,Gur,Africa,-1.39076,11.0824,FALSE,FALSE,FALSE,Cardinall 1920
kash1274,indo1319,Slavic,Eurasia,18.6163,54.2996,FALSE,TRUE,FALSE,Stone 1993
kash1277,indo1319,Indic,Eurasia,74.330455,34.166825,FALSE,TRUE,FALSE,"Bhat 1987, Edgeworth 1841, Wali and Koul 1997, Koul 2005, Dhar 1983, Koul and Wali 2006, Koul and Bhat 2014, Koul 2006, Koul 2003, Wade 1888"
kash1280,pomo1273,Pomoan,North America,-123.08,38.5424,FALSE,FALSE,FALSE,"Buckley 1992, Oswalt 1961"
kask1239,atha1245,NA,North America,-132.412,61.9942,TRUE,FALSE,FALSE,Moore 2002
katb1237,aust1307,NA,Papunesia,167.484,-16.2701,FALSE,FALSE,FALSE,Crowley 2006
katc1249,kadu1256,Kadugli,Africa,29.4914,10.8423,FALSE,TRUE,FALSE,"Kutoado [misprint for Kumuado] 1969, Turner 2016"
kate1253,nucl1709,Finisterre-Huon,Papunesia,147.757,-6.4795,FALSE,FALSE,FALSE,Schneuker 1962
kath1253,chin1490,NA,North America,-123.56,46.197,FALSE,FALSE,FALSE,Hymes 1955
kati1270,indo1319,Indic,Eurasia,70.9826,35.4145,FALSE,TRUE,FALSE,Davidson 1902
katk1238,indo1319,NA,Eurasia,73.1733,18.9669,FALSE,TRUE,FALSE,"Abbott 1905, Kulkarni 1969"
kato1244,atha1245,Athapaskan,North America,-123.432,39.7002,FALSE,FALSE,FALSE,Goddard 1912
kats1235,sino1245,NA,Eurasia,102.4,24.6,TRUE,FALSE,FALSE,Donlay 2015
kaul1240,aust1307,Oceanic,Papunesia,149.696,-6.08192,FALSE,FALSE,FALSE,Ross 2002
kaur1267,pama1250,Pama-Nyungan,Australia,138.4800794,-34.34966141,FALSE,FALSE,FALSE,Teichelmann and Schürmann 1840
kava1241,aust1307,NA,Papunesia,121.645,24.6947,TRUE,FALSE,FALSE,Lee 2016
kavi1234,indo1319,NA,Eurasia,55.118327,33.518678,FALSE,FALSE,FALSE,Ivanow 1929
kawa1283,utoa1244,Numic,North America,-118.679,36.0538,TRUE,FALSE,FALSE,"Zigmond, Booth and Munro 1990"
kawi1241,aust1307,NA,Papunesia,111,-7,FALSE,FALSE,FALSE,Teselkin 1972
kaya1319,tang1340,Tangkic,Australia,139.489,-17.0695,FALSE,FALSE,FALSE,"Evans 1995, Evans 1985, Round 2009, Round 2013"
kaya1330,nucl1710,Ge-Kaingang,South America,-51.6737,-7.77352,FALSE,FALSE,FALSE,Salanova 2007
kayt1238,pama1250,Pama-Nyungan,Australia,133.602,-21.5844,FALSE,FALSE,FALSE,"Turpin 2000, Wafer 1982"
kaza1248,turk1311,Turkic,Eurasia,65.7709,41.8729,FALSE,FALSE,FALSE,"Akhmetova 2010, Kara 2002, Krippes 1993, Kazakhstan 1995"
keap1239,aust1307,NA,Papunesia,147.95,-10.1342,TRUE,FALSE,FALSE,"Craig 1980, King, Kini and Raka 2014"
keda1252,aust1307,Central Malayo-Polynesian,Papunesia,123.77,-8.23039,TRUE,FALSE,FALSE,Samely 1991
keig1242,kadu1256,NA,Africa,29.3889,11.2064,FALSE,FALSE,FALSE,Reh 1994
kekc1242,maya1287,Mayan,North America,-89.2452,15.3788,FALSE,FALSE,FALSE,"Freeze 1970, Burkitt 1902, Pinkerton 1976"
kela1258,aust1307,North Borneo,Papunesia,115.428,3.31783,FALSE,FALSE,FALSE,Hemmings 2016
kele1255,atla1278,NA,Africa,24.3098,0.36906,TRUE,FALSE,TRUE,Carrington 1947
kele1257,atla1278,NA,Africa,10.3836,-0.78854,FALSE,FALSE,TRUE,Preston and Best 1854
kele1258,aust1307,Oceanic,Papunesia,147.064,-2.09163,TRUE,FALSE,FALSE,Ross 2002
kele1259,aust1307,NA,Papunesia,121.035,16.7099,FALSE,FALSE,FALSE,Hohulin and Hale 1977
kelo1247,timo1261,NA,Papunesia,124.429,-8.40688,TRUE,FALSE,FALSE,Baird 2008
kema1243,aust1307,NA,Papunesia,125.159,-9.00299,FALSE,FALSE,FALSE,"Gomes, Guérin, Hattori, Hwang, Indjieva, Kupchik, Rehg, Robinson, Tang, Yamashita and Yanagida 2005"
kemb1249,aust1307,NA,Papunesia,110.468,0.66181,TRUE,FALSE,FALSE,Connell 2013
keme1240,atla1278,NA,Africa,10.4984,6.69577,FALSE,FALSE,TRUE,Smoes 2010
kemt1242,nimb1257,Nimboran,Papunesia,140.372,-2.64894,FALSE,FALSE,FALSE,Wilden 1976
kend1254,aust1307,NA,Papunesia,109.467,1.47957,TRUE,FALSE,FALSE,Adelaar 2005
kens1248,aust1305,NA,Eurasia,101.026,5.98085,TRUE,FALSE,FALSE,"Peterson 1997, Rujira 2009"
kenu1236,nubi1251,Nubian,Africa,31.8992,21.2837,FALSE,FALSE,FALSE,"Abdel-Hafiz 1988, Armbruster 1960"
keoo1238,aust1307,Central Malayo-Polynesian,Papunesia,121.256,-8.8704,TRUE,FALSE,FALSE,Baird 2002
keri1250,aust1307,NA,Papunesia,101.403,-1.93668,TRUE,FALSE,FALSE,McKinnon 2011
kesa1244,nucl1709,NA,Papunesia,145.58,-5.76797,FALSE,FALSE,FALSE,Priestley 2008
kgal1244,atla1278,NA,Africa,22.72016,-24.9208,FALSE,FALSE,TRUE,Lukusa and Monaka 2008
khak1248,turk1311,Turkic,Eurasia,107.169,50.7393,FALSE,FALSE,FALSE,"Hu and Imart 1987, Anderson 1998"
khal1275,sino1245,Mahakiranti,Eurasia,87.5053,27.3912,FALSE,FALSE,FALSE,Toba 1984
kham1281,mong1349,NA,Eurasia,117,49,FALSE,FALSE,FALSE,"Janhunen 2005, Janhunen 1990, Janhunen 2003, Yu 2011"
kham1282,sino1245,Bodic,Eurasia,91.7062,31.9313,FALSE,FALSE,FALSE,"Bartee 2007, Hongladarom 1996, Häsler 1999, Renchin-Jashe and Stuart 1993"
kham1283,sino1245,NA,Eurasia,94.89439116,28.9930167,FALSE,FALSE,FALSE,Badu 2002
kham1290,taik1256,NA,Eurasia,97.0359,27.6653,FALSE,FALSE,FALSE,Needham 1894
khan1272,indo1319,NA,Eurasia,74.142,21.3181,FALSE,TRUE,FALSE,Chitnis 1964
khan1273,ural1272,Ugric,Eurasia,66.1218,62.4308,FALSE,FALSE,FALSE,Rédei 1965
khan1277,sino1245,NA,Eurasia,94.247299,25.73633,FALSE,FALSE,FALSE,Takhellambam 2014
khan1278,atla1278,Cross River,Africa,7.44363,4.70908,TRUE,FALSE,FALSE,Ikoro 1996
khar1283,indo1319,NA,Eurasia,83.799,22.245,FALSE,FALSE,FALSE,Dasgupta 1978
khar1287,aust1305,Munda,Eurasia,84.3922,22.3571,TRUE,FALSE,FALSE,"Banerjee 1894, Biligiri 1965, Peterson 2011, Peterson 2008, Peterson 2006, Malhotra 1982"
khar1288,sino1245,NA,Eurasia,94.0503,25.2738,FALSE,FALSE,FALSE,Singh 2014
khas1269,aust1305,Khasian,Eurasia,91.9998,24.977,TRUE,TRUE,FALSE,"Roberts 1891, Nagaraja 2018, Nagaraja 1985, Nagaraja 1977, Lyngdoh 2012, Gurdon 1914, Pryse 1855, Rabel 1961"
khez1235,sino1245,NA,Eurasia,94.3114,25.7078,TRUE,FALSE,FALSE,Kapfo 2004
khin1240,nakh1245,Lezgic,Eurasia,48.0571,41.1801,FALSE,FALSE,FALSE,"Kibrik 1994, Khvtisiashvili 2013"
khmu1256,aust1305,Palaung-Khmuic,Eurasia,101.671,20.2463,TRUE,FALSE,FALSE,"Svantesson 1983, Premsrirat 1987, Smalley 1961, Wongnoppharalert 1993"
khoi1250,indo1319,NA,Eurasia,48.6212,36.8997,FALSE,FALSE,FALSE,Yarshater 2002
khoi1251,sino1245,NA,Eurasia,94.1345,24.2041,TRUE,FALSE,FALSE,Singh 2014
khor1274,afro1255,NA,Eurasia,59.14336,35.857626,FALSE,TRUE,FALSE,Dahlgren 2005
khot1251,indo1319,NA,Eurasia,79.04,38.33,FALSE,TRUE,FALSE,"Durkin-Meisterernst 2014, Emmerick 1968"
khow1242,indo1319,Indic,Eurasia,72,36,FALSE,FALSE,FALSE,"O'Brien 1895, Endresen and Kristiansen 1981"
khum1248,sino1245,Kuki-Chin,Eurasia,92.9894633333,22.87125,TRUE,FALSE,FALSE,Peterson 2019
khun1259,taik1256,Kam-Tai,Eurasia,99.3363,19.6062,TRUE,FALSE,FALSE,Petsuk 1978
khva1239,nakh1245,Avar-Andic-Tsezic,Eurasia,45.9977,42.2743,FALSE,TRUE,FALSE,Khalilova 2009
khwa1238,indo1319,NA,Eurasia,60.75,41.68,FALSE,TRUE,FALSE,"Durkin-Meisterernst 2009, Humbach 1989"
kich1262,maya1287,Mayan,North America,-91.1696,14.5278,FALSE,FALSE,FALSE,"Duncan 2010, Larsen 1988, Velleman 2014, Mondloch 1978, Mondloch 1981, Pixabaj 2017, Pixabaj 2015"
kick1244,algi1248,Algonquian,North America,-89.03034,41.655145,FALSE,FALSE,FALSE,"Voorhis 1974, Voorhis 1967"
kiku1240,atla1278,Bantoid,Africa,36.719,-0.29005,FALSE,FALSE,TRUE,"Barlow 1951, Bennett, Biersteker, Gikonyo, Hershberg, Kamande, Harford [Perez] and Swearingen 1985, Englebretson and Wa-Ngatho 2015, Gecaga and Kirkaldy-Willis 1953, Mugane 1997, Overton 1972"
kile1243,tung1282,NA,Eurasia,132.48,47.585,TRUE,FALSE,FALSE,Zhang 2013
kili1267,aust1307,Oceanic,Papunesia,151.072,-8.72574,TRUE,FALSE,FALSE,"Fellows 1902, Senft 1986, Lawton 1993"
kili1268,coch1271,Yuman,North America,-115.123,30.5471,TRUE,FALSE,FALSE,"Mixco 2000, Mixco 1971, Mixco 1996"
kilm1241,bord1247,NA,Papunesia,141.191,-2.88607,FALSE,FALSE,FALSE,Gerstner-Link 2018
kima1244,aust1307,NA,Papunesia,116.96,6.61982,FALSE,FALSE,FALSE,Kroeger 2005
kinn1249,sino1245,Bodic,Eurasia,78.3148,31.3688,FALSE,FALSE,FALSE,"Sharma 1988, Bailey 1909, Joshi 1909, Saxena 2017, Takahashi 2001"
kiny1244,atla1278,Bantoid,Africa,29.6441,-1.56771,FALSE,FALSE,TRUE,"Sauder 2016, Dubnova 1984, Kimenyi 1976"
kiow1264,atha1245,NA,North America,-98.2461,34.9077,TRUE,FALSE,FALSE,"Bittle 1956, Bittle 1963"
kiow1266,kiow1265,Kiowa-Tanoan,North America,-98.9042,34.9403,FALSE,TRUE,FALSE,Watkins 1984
kips1239,nilo1247,NA,Africa,35.258532,-0.35774,FALSE,FALSE,FALSE,Toweett 1979
kire1240,lowe1437,Mikarew,Papunesia,144.711,-4.25927,FALSE,FALSE,FALSE,Stanhope 1972
kirg1245,turk1311,Turkic,Eurasia,74,42,TRUE,FALSE,FALSE,"Kara 2003, Chirtautas 1993, Kirchner 1998, Hebert and Poppe 1963, Wurm 1949"
kist1241,afro1255,Semitic,Africa,38.4763,8.33561,FALSE,TRUE,FALSE,"Debela 2001, Goldenberg 1969, Leslau 1968, Pascalau 2015, Tekle-Michael 2002, Yehualashet 2016"
kita1247,mong1349,NA,Eurasia,115.986,44.3773,FALSE,TRUE,FALSE,Kane 2009
kitj1240,jarr1235,Djeragan,Australia,127.392,-17.5758,FALSE,TRUE,FALSE,"Blythe 2001, Kofod 1996"
kitu1246,atla1278,Creoles and Pidgins,Africa,17.1548,-2.29601,TRUE,FALSE,FALSE,"Fehderau 1966, Mufwene 1997, Mufwene 2013, Swift and Zola 1963"
klao1243,atla1278,Kru,Africa,-8.85,5.05,FALSE,FALSE,FALSE,Rickard 1970
koas1236,musk1252,Muskogean,North America,-92.709,30.4096,TRUE,FALSE,FALSE,"Kimball 1991, Kimball 1985"
kobo1249,nucl1709,Madang,Papunesia,144.46,-5.16446,FALSE,FALSE,FALSE,"Davies 1981, Dawson and Dawson 1974"
koda1255,drav1251,Southern Dravidian,Eurasia,75.9161,12.2443,FALSE,FALSE,FALSE,"Ebert 1996, Garman 1973, Balakrishnan 1977, Cole 1867, Sastry 1976"
koen1239,afro1255,NA,Africa,9.46622,9.01129,FALSE,FALSE,FALSE,Oparemi 2011
kofy1242,afro1255,NA,Africa,9.15279,8.79947,FALSE,FALSE,FALSE,Dotun 2011
kohi1248,indo1319,NA,Eurasia,73.3207,35.1741,FALSE,TRUE,FALSE,Schmidt and Kohistani 2008
koho1244,aust1305,Bahnaric,Eurasia,108.057,11.6444,TRUE,FALSE,FALSE,"Olsen 2014, Manley 1972, Manley 1971"
kohu1244,atla1278,Cross River,Africa,7.96202,5.92596,FALSE,FALSE,TRUE,Cook 1969
koii1238,sino1245,NA,Eurasia,86.8531,27.1941,TRUE,FALSE,FALSE,Lahaussois 2009
koir1240,sino1245,NA,Eurasia,94.2141,25.2857,FALSE,FALSE,FALSE,"Singh 2010, Singh 2011, Waikhom 2013"
koit1244,koia1260,Koiarian,Papunesia,147.079,-9.36877,TRUE,FALSE,FALSE,Dutton 1975
koka1244,pama1250,Pama-Nyungan,Australia,135.55,-29.94,FALSE,FALSE,FALSE,Platt 1972
kokb1239,sino1245,Bodo-Garo,Eurasia,91.4673,23.1916,TRUE,FALSE,FALSE,"Jacquesson, Debbarma and Debbarma 2008, Karapurkar 1976, Subbarao, Malhotra and Barua 2010"
kokn1236,pama1250,NA,Australia,141.608,-16.181,FALSE,FALSE,FALSE,Breen 1976
koko1269,aust1307,Oceanic,Papunesia,159.191,-8.16481,FALSE,FALSE,FALSE,"Palmer 2009, Palmer 2002, Palmer 1999"
kola1285,aust1307,Central Malayo-Polynesian,Papunesia,134.592,-5.48833,FALSE,TRUE,FALSE,Winne 2013
kolc1235,atla1278,NA,Africa,12.8574,3.65994,FALSE,FALSE,TRUE,Henson 2007
kolu1245,aust1307,NA,Papunesia,150.462,-9.42742,FALSE,FALSE,FALSE,Guderian and Guderian 2002
komb1272,nucl1708,Kombio-Arapesh,Papunesia,142.694,-3.48467,FALSE,FALSE,FALSE,Farr 1992
komb1273,nucl1709,NA,Papunesia,147.28,-6.16163,FALSE,FALSE,FALSE,"Southwell and Southwell 1972, Southwell 1979"
komb1274,nucl1709,NA,Papunesia,139.902,-5.54543,TRUE,FALSE,FALSE,Vries 1993
komc1235,atla1278,Bantoid,Africa,10.3348,6.2596,FALSE,FALSE,TRUE,"Bruens 1942/1945, Moye 2003, Shultz 1997"
komi1268,ural1272,Permic,Eurasia,54.946,64.0527,FALSE,FALSE,FALSE,Hausenberg 1998
komi1270,sino1245,NA,Eurasia,94.534,24.8688,FALSE,FALSE,FALSE,Aimol 2007
komo1258,koma1264,Koman,Africa,34.0939,8.94162,FALSE,TRUE,FALSE,"Otero 2014, Bayou 2014"
komo1260,atla1278,NA,Africa,26.7144,-0.76333,FALSE,FALSE,FALSE,Harries 1958
kona1242,east2433,NA,Papunesia,142.069,-5.66011,TRUE,FALSE,FALSE,Britten Årsjö 2016
kond1295,drav1251,South-Central Dravidian,Eurasia,82.93402,18.26754,FALSE,TRUE,FALSE,"Krishnamurti and Benham 1998, Krishnamurti 1969, Bhattacharya 1953"
konk1267,indo1319,Indic,Eurasia,73.9166,19.2414,FALSE,TRUE,FALSE,"Kulshreshtha 1977, Almeida 1985, Maffei 1986 [1882], Deshpande 1976, Ghatage 1967, Rajathi 1977, Rajathi 1976, Janardhan 1991, Katre 1942, Laddu 1961, Madtha 1976, Miranda 2003, Paranjpe 1969"
konn1242,atla1278,Gur,Africa,-1.54376,10.2368,FALSE,FALSE,FALSE,Cahill 1999
kons1243,afro1255,NA,Africa,37.53,5.39111,FALSE,TRUE,FALSE,"Daudey and Hellenthal 2004, Ongaye 2013"
kony1248,sino1245,NA,Eurasia,95.0598,26.6823,TRUE,FALSE,FALSE,Nagaraja 2010
konz1239,atla1278,NA,Africa,29.8696,0.32395,FALSE,FALSE,TRUE,"Kambale no date, Tucker 1960"
koon1244,atla1278,Bantoid,Africa,14.4771,-5.57722,FALSE,FALSE,TRUE,Farr 1999
koon1245,atla1278,NA,Africa,13.54152,3.25933,FALSE,FALSE,TRUE,Beavon 1991
koor1239,gong1255,North Omotic,Africa,37.8679,5.80545,FALSE,FALSE,FALSE,"Mendisu 2010, Mendisu 2008, Mendisu 2012, Hayward 1982, Redda 2003"
kora1292,khoe1240,Central Khoisan,Africa,19.7711,-30.4207,FALSE,TRUE,FALSE,"Engelbrecht 1936, Maingard 1931, Maingard 1962"
kora1294,nucl1709,Binanderean,Papunesia,149.267,-9.07,TRUE,FALSE,FALSE,"Farr 1999, Farr and Farr 1975"
kore1280,kore1284,Korean,Eurasia,128,37.5,TRUE,FALSE,FALSE,"Chang 1996, Hwang 1975, Lee and Ramsey 2000, Stated 1958, O'Grady 1991, Martin 1992, Sohn 1999, Sohn 2012, Sohn 1994, Song 2005"
kork1243,aust1305,Munda,Eurasia,77.5541,21.8358,FALSE,FALSE,FALSE,"Drake 1903, Nagaraja 1999, Zide 2008, Zide 1960"
korl1238,indo1319,NA,Eurasia,73.0099,19.0348,FALSE,FALSE,FALSE,"Clements 1996, Clements 2013"
koro1296,indo1319,NA,Eurasia,53.008,29.441,FALSE,FALSE,FALSE,"Nourzaei, Jahani, Anonby and Ahangar 2015"
koro1298,atla1278,Gur,Africa,-1.96187,14.046,FALSE,FALSE,FALSE,Rennison 1997
koro1304,atla1278,NA,Africa,8.80859,5.16206,FALSE,FALSE,TRUE,Kastelein 1994
koro1312,nucl1709,Awju-Dumut,Papunesia,140.047,-5.26952,FALSE,FALSE,FALSE,Vries and Enk 1997
korr1238,drav1251,NA,Eurasia,75.2,12.9163,FALSE,TRUE,FALSE,"Shetty 1978, Rāmakṛshna T. Śetti 2008"
kosa1249,nucl1709,Mek,Papunesia,139.645,-4.06603,FALSE,FALSE,FALSE,Heeschen 1992
kosh1246,atla1278,NA,Africa,10.299,6.5817,TRUE,FALSE,TRUE,Ousmanou 2014
kosr1238,aust1307,Oceanic,Papunesia,162.98,5.31,TRUE,FALSE,FALSE,Lee 1975
kota1263,drav1251,Southern Dravidian,Eurasia,76.9387,11.4978,FALSE,TRUE,FALSE,Subbiah 1985
koti1238,atla1278,Bantoid,Africa,39.7602,-16.4823,FALSE,FALSE,TRUE,Schadeberg and Mucanheia 2000
kove1237,aust1307,NA,Papunesia,149.63,-5.58623,FALSE,FALSE,FALSE,Sato 2013
koya1251,drav1251,South-Central Dravidian,Eurasia,81.2096,17.6772,FALSE,TRUE,FALSE,"Tyler 1969, Subrahmanyam 1968"
koyr1240,song1307,Songhay,Africa,-3.73962,16.192,FALSE,FALSE,FALSE,Heath 1999
koyr1242,song1307,Songhay,Africa,-0.55187,16.9634,FALSE,FALSE,FALSE,"Heath 1999, Stauffer 1997"
koys1242,afro1255,NA,Eurasia,44.6365,36.0451,FALSE,TRUE,FALSE,Mutzafi 2004
koyu1237,atha1245,Athapaskan,North America,-154.229,65.6093,TRUE,FALSE,FALSE,"Attla, Dauenhauer, Henry, Marsh and Karen 1975, Axelrod 1990, Jones and Kwaraceius 1992, Kroul 1975"
kpan1246,atla1278,Platoid,Africa,10.1642,7.58343,TRUE,FALSE,FALSE,"Shimizu 1971, 1971, 1972"
krio1252,indo1319,Creoles and Pidgins,Australia,137.669,-18.135,FALSE,FALSE,FALSE,"Schultze-Berndt, Meakins and Angelo 2013, Hudson 1985, Sandefur 1991, Sharpe 1975, Meakins 2007, Sandefur and Sandefur 1981, Sandefur 1979"
krio1253,indo1319,NA,Africa,-14.3204,10.8811,FALSE,FALSE,FALSE,"Fyle and Jones 1980, Finney 2013, Wilson, Alleyne, Sanders, Spears, Peterson and Bee 1963"
kris1246,skoo1245,Krisa,Papunesia,141.303,-2.80084,FALSE,TRUE,FALSE,"Donohue and San Roque 2004, Donohue and San Roque 2002"
kryt1240,nakh1245,Lezgic,Eurasia,48.1846,41.1811,FALSE,TRUE,FALSE,Saadiev 1994
kuan1247,atla1278,NA,Africa,16.58,-17.7176,FALSE,FALSE,TRUE,"Halme 2004, Zimmermann and Hasheela 1998"
